step,tokens_per_second,model
7135,875611.8966772658,PNafter
7136,876833.2554607124,PNafter
7137,876489.3040389814,PNafter
7138,875547.1085911267,PNafter
7141,877025.4735012925,PNafter
7143,878461.0734427035,PNafter
7145,877476.601329307,PNafter
7146,875588.6266133481,PNafter
7147,878766.5890058664,PNafter
7148,876009.9605992468,PNafter
7149,877794.2720267148,PNafter
7152,877978.6539698968,PNafter
7153,876233.3452428526,PNafter
7154,879057.140662342,PNafter
7155,875779.3863644428,PNafter
7158,876976.0379564281,PNafter
7159,876841.0340785399,PNafter
7160,877451.3992171698,PNafter
7162,877819.0352475917,PNafter
7164,877182.9720215029,PNafter
7170,876330.2263434118,PNafter
7171,877101.9264743496,PNafter
7176,877317.6231542083,PNafter
7182,877909.3869932548,PNafter
7184,875579.5014357052,PNafter
7187,877195.7941581061,PNafter
7188,875272.0941196082,PNafter
7190,875298.9950411976,PNafter
7191,876393.759071301,PNafter
7194,876753.6469540978,PNafter
7196,874635.1624820904,PNafter
7197,875816.8178864594,PNafter
7200,876856.5917282392,PNafter
7202,874661.1136699984,PNafter
7204,875657.071508859,PNafter
7207,877096.8902397067,PNafter
7208,873623.357484517,PNafter
7209,875728.2655524113,PNafter
7211,875962.4660778085,PNafter
7212,875093.4045532957,PNafter
7218,877650.7645757325,PNafter
7220,876910.5902073879,PNafter
7221,876474.6737937678,PNafter
7222,875952.8764628391,PNafter
7228,875173.6234959674,PNafter
7229,875243.8271362575,PNafter
7230,876617.3395218285,PNafter
7233,875385.1803136494,PNafter
7234,875760.2153605273,PNafter
7235,878589.2262821688,PNafter
7239,878046.0965603818,PNafter
7240,878033.2495538513,PNafter
7241,878823.1211890021,PNafter
7244,875731.0040160471,PNafter
7249,877744.7497761385,PNafter
7250,877269.5287186697,PNafter
7253,874996.7967138645,PNafter
7254,876699.6678011562,PNafter
7257,877781.8909401956,PNafter
7258,875259.328159104,PNafter
7260,874074.1740150969,PNafter
7262,877106.0470729851,PNafter
7263,876503.4775548038,PNafter
7267,876346.2229251688,PNafter
7270,877316.2489542977,PNafter
7272,876436.7288714625,PNafter
7274,874760.3797910652,PNafter
7277,876509.4214236675,PNafter
7280,877167.4027881301,PNafter
7281,878545.5858126376,PNafter
7285,877505.9292459276,PNafter
7287,874658.8371883882,PNafter
7288,876303.7190079171,PNafter
7290,875609.1589584897,PNafter
7292,872592.1392025293,PNafter
7296,875397.0378167132,PNafter
7298,874268.823242324,PNafter
7299,877085.4444669684,PNafter
7300,876327.9411651195,PNafter
7302,876353.5358427687,PNafter
7304,877443.6097662989,PNafter
7306,875553.9519501447,PNafter
7307,874992.6959096508,PNafter
7309,875382.4440124064,PNafter
7312,876088.0637497834,PNafter
7313,876706.9866188104,PNafter
7316,877856.6413288796,PNafter
7319,876308.7461379749,PNafter
7321,876059.7440391083,PNafter
7322,875174.5351593744,PNafter
7324,875469.1018586985,PNafter
7325,876797.5671010966,PNafter
7326,877291.9721323679,PNafter
7327,877003.0437208073,PNafter
7331,878476.2293559562,PNafter
7333,876175.3182389762,PNafter
7335,877962.5977372889,PNafter
7336,878553.8542002809,PNafter
7338,880307.0449610903,PNafter
7340,876361.3059514497,PNafter
7344,876046.4983512871,PNafter
7345,876576.1811802968,PNafter
7346,878208.5518569363,PNafter
7348,878227.8302034659,PNafter
7350,876829.5949824305,PNafter
7352,877227.8511396539,PNafter
7357,877106.5049196677,PNafter
7361,877894.7093023543,PNafter
7363,876060.2007941082,PNafter
7364,877095.058895994,PNafter
7366,877763.09069889,PNafter
7367,876469.1875777307,PNafter
7368,877275.4829818167,PNafter
7370,877958.0103501223,PNafter
7371,880461.5721930738,PNafter
7372,878656.3032454494,PNafter
7374,877548.5498691509,PNafter
7378,875941.9171599708,PNafter
7379,877688.3562405423,PNafter
7381,876753.1894757223,PNafter
7384,878469.3402396478,PNafter
7385,878838.7492545316,PNafter
7389,878985.4043573954,PNafter
7393,877128.9399926742,PNafter
7394,876556.518003709,PNafter
7395,877463.3127624851,PNafter
7398,877952.5055488012,PNafter
7399,879152.8072851932,PNafter
7400,879335.919741345,PNafter
7401,878254.4540735108,PNafter
7408,877927.7347970802,PNafter
7410,875948.766692127,PNafter
7412,876475.1309815379,PNafter
7415,875392.0211415984,PNafter
7416,877368.9296981932,PNafter
7417,877472.9354775689,PNafter
7422,877324.9522931062,PNafter
7424,876628.7730804136,PNafter
7425,877910.3043652322,PNafter
7426,877800.2334151632,PNafter
7428,876334.796735751,PNafter
7433,877582.9243553523,PNafter
7437,877041.9532548061,PNafter
7438,876549.6589635997,PNafter
7440,876412.9578229837,PNafter
7441,874028.7077143139,PNafter
7443,874204.2337492227,PNafter
7445,877615.468017076,PNafter
7446,876813.5807492883,PNafter
7448,875243.3712321328,PNafter
7452,878623.2229150848,PNafter
7453,877616.8431545218,PNafter
7454,875798.5582077097,PNafter
7458,874670.219714941,PNafter
7459,876730.3161656285,PNafter
7461,877891.0399563147,PNafter
7463,876445.8719257746,PNafter
7465,877251.6664141729,PNafter
7467,878092.4406722233,PNafter
7472,877771.3443641966,PNafter
7475,879200.188369934,PNafter
7484,875814.5353849768,PNafter
7487,875822.2959385581,PNafter
7489,876069.3359941283,PNafter
7491,875274.8297310224,PNafter
7492,876417.9862064735,PNafter
7495,877605.3838074837,PNafter
7500,875230.1502191116,PNafter
7501,875178.1818319969,PNafter
7502,876528.1679996839,PNafter
7506,875354.6259207639,PNafter
7509,877936.9089865898,PNafter
7513,876485.1892331486,PNafter
7518,875654.7898399425,PNafter
7519,876509.8786476883,PNafter
7523,877633.8035373527,PNafter
7526,877444.067965463,PNafter
7527,878066.7443227936,PNafter
7529,877707.6117550207,PNafter
7531,876943.0840225657,PNafter
7532,875716.8554716097,PNafter
7533,875046.009362783,PNafter
7534,875184.1077398247,PNafter
7536,874912.9656894013,PNafter
7537,878420.6602305803,PNafter
7539,874852.3804391342,PNafter
7541,876697.8381158356,PNafter
7542,874903.8545894084,PNafter
7543,877169.2344339587,PNafter
7545,878250.781719603,PNafter
7547,878300.82018316,PNafter
7548,877389.0874823474,PNafter
7552,878543.7484142967,PNafter
7557,877626.4692373053,PNafter
7562,877192.1306522551,PNafter
7565,875092.4930589069,PNafter
7567,875725.5271059023,PNafter
7570,878700.4142276257,PNafter
7571,876816.7835491195,PNafter
7574,878868.1682975427,PNafter
7578,877116.1198104222,PNafter
7579,878338.0084225925,PNafter
7582,876908.3020013046,PNafter
7584,878508.839306007,PNafter
7585,877096.4324030617,PNafter
7586,875652.5081829161,PNafter
7587,877633.3451400085,PNafter
7588,876612.7661819033,PNafter
7590,880532.1653650701,PNafter
7591,879112.3304036605,PNafter
7595,877846.5515761705,PNafter
7596,878886.5561996329,PNafter
7598,877037.3754833733,PNafter
7601,877497.6805712285,PNafter
7602,876510.7930971612,PNafter
7613,878012.6033666515,PNafter
7614,876148.3634264546,PNafter
7615,877156.4130737953,PNafter
7616,876713.3906844988,PNafter
7620,876600.4184024559,PNafter
7636,877673.6859394372,PNafter
7637,873756.0092085794,PNafter
7639,877625.5524584185,PNafter
7640,877575.5909056612,PNafter
7641,877052.9401012227,PNafter
7642,876618.7115331112,PNafter
7644,877048.3622150965,PNafter
7645,874854.6579283305,PNafter
7647,876356.2782183347,PNafter
7651,876436.7288714625,PNafter
7652,875177.2701609923,PNafter
7653,876306.9180840076,PNafter
7655,876531.3687147556,PNafter
7657,873573.3963885575,PNafter
7658,875505.594506061,PNafter
7659,878011.2269886945,PNafter
7660,874542.2971632284,PNafter
7662,875383.3561109201,PNafter
7663,874510.8912976776,PNafter
7665,875854.7091490697,PNafter
7666,877239.3006294701,PNafter
7667,875523.8419706229,PNafter
7669,876883.1325225164,PNafter
7672,878628.2766932403,PNafter
7674,876652.0984647706,PNafter
7677,876445.4147685284,PNafter
7678,875896.7129341877,PNafter
7681,876192.679843807,PNafter
7682,874788.1601255655,PNafter
7687,878464.2882896935,PNafter
7690,877732.828587364,PNafter
7691,878577.7415277426,PNafter
7692,879125.6689642268,PNafter
7694,878072.2505567772,PNafter
7696,876728.9438049751,PNafter
7701,877371.2203088364,PNafter
7705,876485.6464318886,PNafter
7706,877115.6619537015,PNafter
7709,878402.2918178979,PNafter
7714,876747.6997724534,PNafter
7715,877813.0736037641,PNafter
7716,876137.8560674604,PNafter
7717,878791.4071174536,PNafter
7718,877041.4954755125,PNafter
7724,875731.0040160471,PNafter
7725,877212.7382707206,PNafter
7726,877827.2899650373,PNafter
7731,876800.7697839403,PNafter
7734,877660.3914026642,PNafter
7739,878820.8229909502,PNafter
7742,878587.3887012835,PNafter
7743,877147.7130785725,PNafter
7746,876110.4467519679,PNafter
7747,875058.7691013429,PNafter
7749,876881.7596834096,PNafter
7751,875932.327994913,PNafter
7752,874826.8733702429,PNafter
7757,874121.4639860257,PNafter
7760,875459.9791721905,PNafter
7761,877657.6408591337,PNafter
7763,874994.0628401176,PNafter
7766,876049.2388055602,PNafter
7770,876343.4806125343,PNafter
7771,876947.6608097242,PNafter
7772,878665.4926681797,PNafter
7773,879513.1237338018,PNafter
7775,876810.8355109127,PNafter
7776,877159.1604765628,PNafter
7778,878423.8747817812,PNafter
7780,875496.9272268459,PNafter
7783,876263.5040437817,PNafter
7784,874254.2670305499,PNafter
7785,877619.1350598407,PNafter
7788,876768.2865141942,PNafter
7791,875812.2528953913,PNafter
7792,877296.0945168583,PNafter
7793,875584.0640007515,PNafter
7794,877281.4373257911,PNafter
7795,878785.8918604007,PNafter
7796,878521.70023366,PNafter
7797,878766.1294244272,PNafter
7803,877508.2205719769,PNafter
7805,874942.1224846279,PNafter
7808,876295.0359191246,PNafter
7810,875951.5065349835,PNafter
7811,874362.5404607437,PNafter
7812,874902.4879407763,PNafter
7814,875167.2419052984,PNafter
7819,876828.2223109541,PNafter
7820,876452.2721772974,PNafter
7822,875069.7063162893,PNafter
7824,875834.1652865312,PNafter
7828,874600.1080593511,PNafter
7831,874891.0993682118,PNafter
7832,874842.3596275408,PNafter
7833,875571.745184253,PNafter
7835,874082.3584515945,PNafter
7837,874074.6287019927,PNafter
7840,876845.6098005553,PNafter
7848,876497.0765554123,PNafter
7849,875235.1650391007,PNafter
7852,877874.9869280398,PNafter
7854,878481.7407268002,PNafter
7855,876362.6771614023,PNafter
7856,875601.4021815932,PNafter
7858,877477.5177970277,PNafter
7859,877336.8624049943,PNafter
7860,876295.0359191246,PNafter
7865,875519.7362247788,PNafter
7867,874486.3143675674,PNafter
7869,874940.3001279931,PNafter
7870,874491.3206672184,PNafter
7874,874377.1002782463,PNafter
7875,874669.3091019148,PNafter
7882,876157.0436087602,PNafter
7886,874819.5859094603,PNafter
7887,875212.8267376643,PNafter
7891,873795.539943341,PNafter
7892,876544.1718087991,PNafter
7896,875063.3262410111,PNafter
7902,874099.1824968519,PNafter
7903,875644.7506379669,PNafter
7904,875896.2563496486,PNafter
7906,874213.3302835011,PNafter
7909,874525.9112128181,PNafter
7911,874356.1706930603,PNafter
7913,875968.4026113453,PNafter
7915,875094.3160495831,PNafter
7917,876844.2370789364,PNafter
7922,873707.8501583353,PNafter
7924,875827.7740591854,PNafter
7926,876125.521663259,PNafter
7927,877324.9522931062,PNafter
7929,876350.336426301,PNafter
7934,877072.1677448297,PNafter
7935,876940.3379732014,PNafter
7937,877461.4798883029,PNafter
7938,874960.346468508,PNafter
7940,878301.7383733769,PNafter
7941,874937.5666072746,PNafter
7943,874960.802077832,PNafter
7947,875322.7056989836,PNafter
7949,875773.4523925883,PNafter
7950,877825.9141680151,PNafter
7956,877203.5792096436,PNafter
7957,876143.7949785333,PNafter
7958,876004.9368966874,PNafter
7959,876916.0819507103,PNafter
7960,874900.210202544,PNafter
7963,875080.6438046439,PNafter
7966,877400.9993356435,PNafter
7967,876316.5154524249,PNafter
7968,877616.3847748945,PNafter
7969,877582.4660111557,PNafter
7971,876547.3726407507,PNafter
7972,877507.3040401214,PNafter
7973,876495.7049248487,PNafter
7975,874674.3174970243,PNafter
7976,875941.0038971103,PNafter
7979,876393.3019684177,PNafter
7980,875185.4752684119,PNafter
7983,875487.8039604316,PNafter
7984,875606.877539254,PNafter
7986,874974.0149546294,PNafter
7988,877591.174632758,PNafter
7989,876423.9289158976,PNafter
7990,876009.0471944957,PNafter
7994,875011.377662377,PNafter
7995,876252.0800112986,PNafter
7997,874308.8553241439,PNafter
7998,876976.0379564281,PNafter
8002,878161.2775898568,PNafter
8003,877133.5187200167,PNafter
8005,877665.4341105805,PNafter
8011,876960.9337626424,PNafter
8012,876013.1575308759,PNafter
8013,876586.6990554876,PNafter
8014,877424.3658335219,PNafter
8018,877860.3103873704,PNafter
8019,877807.5706197954,PNafter
8021,878752.3422047776,PNafter
8024,876831.4252177511,PNafter
8025,877333.6558045984,PNafter
8026,878328.8258484632,PNafter
8028,879553.6375319731,PNafter
8031,879528.7763497417,PNafter
8034,877868.5658811133,PNafter
8038,877535.717417956,PNafter
8042,878115.3851123014,PNafter
8043,878518.0256444783,PNafter
8047,878099.3238783467,PNafter
8048,877122.9877185936,PNafter
8057,877235.6367602115,PNafter
8058,878557.0697263955,PNafter
8061,879507.5994141324,PNafter
8062,877518.7608259292,PNafter
8063,879951.6076789246,PNafter
8067,877516.4694448349,PNafter
8068,876659.4164882117,PNafter
8069,877928.1935020019,PNafter
8070,877056.6024445326,PNafter
8073,877073.5411802044,PNafter
8074,876020.9216048358,PNafter
8078,879562.8457339186,PNafter
8082,878238.3877518977,PNafter
8083,877050.6511521857,PNafter
8085,877526.551611161,PNafter
8089,876272.1865076921,PNafter
8092,875674.8689345014,PNafter
8094,874578.712584889,PNafter
8100,878305.8702531101,PNafter
8101,877837.8378854796,PNafter
8102,876105.8786994505,PNafter
8105,876589.4428905266,PNafter
8106,875783.0380793989,PNafter
8107,876579.382246027,PNafter
8108,874836.4383467751,PNafter
8114,877662.225107929,PNafter
8116,875548.9334764049,PNafter
8117,876803.9724901813,PNafter
8122,873827.8033086899,PNafter
8123,875656.1588398654,PNafter
8125,875081.5552743485,PNafter
8128,877158.7025749063,PNafter
8129,875343.6815824657,PNafter
8131,876120.4966351871,PNafter
8132,878348.1094758976,PNafter
8133,876665.8198589468,PNafter
8134,876020.0081772268,PNafter
8136,874580.0782221954,PNafter
8137,877648.0140925414,PNafter
8138,874064.1710230744,PNafter
8139,875366.4825960892,PNafter
8140,873639.2553953268,PNafter
8147,875694.9489499241,PNafter
8149,875670.3054230612,PNafter
8150,874615.1310393086,PNafter
8151,875384.7242622543,PNafter
8155,874841.448656052,PNafter
8156,874029.1623539081,PNafter
8157,875670.3054230612,PNafter
8159,875308.1143729428,PNafter
8161,875011.8333248482,PNafter
8163,873697.4012540102,PNafter
8166,875705.9020737645,PNafter
8167,875748.804447152,PNafter
8168,874073.2646427251,PNafter
8171,874823.6850912111,PNafter
8173,875169.0652074214,PNafter
8174,872342.0742498018,PNafter
8176,872609.3590933837,PNafter
8177,874873.7893057389,PNafter
8181,875657.071508859,PNafter
8184,874558.6837276958,PNafter
8185,875783.9510128964,PNafter
8186,876731.2310751177,PNafter
8191,876598.5891313814,PNafter
8192,875922.2824281299,PNafter
8200,877516.4694448349,PNafter
8202,877510.9701790313,PNafter
8205,875128.0427471489,PNafter
8207,876761.4241595273,PNafter
8214,875565.8140258623,PNafter
8215,874664.3007641609,PNafter
8218,873465.318299525,PNafter
8220,873840.5275444677,PNafter
8221,875584.9765194666,PNafter
8222,875038.2625602038,PNafter
8223,874789.9818484896,PNafter
8224,875522.4733843962,PNafter
8227,870529.7727246477,PNafter
8228,875028.6931699184,PNafter
8230,874849.1919741809,PNafter
8231,875512.437216136,PNafter
8233,876712.9332481326,PNafter
8235,875182.2843750226,PNafter
8236,876517.6515290273,PNafter
8238,875180.4610178183,PNafter
8239,874654.2842607175,PNafter
8240,876851.5583105711,PNafter
8241,875349.6097317393,PNafter
8243,877410.1625198133,PNafter
8246,874267.9134648875,PNafter
8247,875560.7954161403,PNafter
8249,876825.9345347108,PNafter
8251,873732.3833507387,PNafter
8254,875169.976861332,PNafter
8255,873332.7548181993,PNafter
8257,875878.9064898735,PNafter
8259,873234.2662356889,PNafter
8263,875871.1449330262,PNafter
8264,874922.0769791591,PNafter
8266,876021.8350343497,PNafter
8267,875448.1199639597,PNafter
8271,874902.4879407763,PNafter
8274,876706.0717599211,PNafter
8276,876170.292639672,PNafter
8278,875615.0907041418,PNafter
8282,874763.5676086828,PNafter
8287,875485.0670175847,PNafter
8289,874123.2829332514,PNafter
8290,872575.3731197206,PNafter
8292,874005.9763376253,PNafter
8293,874518.1736163433,PNafter
8296,875472.7509865373,PNafter
8298,876364.5054480141,PNafter
8301,874431.7039127728,PNafter
8303,875267.9907345489,PNafter
8308,876669.4789699381,PNafter
8310,875037.3511806828,PNafter
8312,876760.9666730355,PNafter
8315,875204.6211173838,PNafter
8320,875319.5138048438,PNafter
8321,874123.7376712407,PNafter
8324,874449.451562421,PNafter
8325,875308.570344518,PNafter
8327,876928.8962859641,PNafter
8328,878422.4971140999,PNafter
8329,876160.241614018,PNafter
8331,877769.5102029366,PNafter
8332,875203.7093912947,PNafter
8333,878068.5797264484,PNafter
8335,876834.6281479476,PNafter
8339,878275.5707044884,PNafter
8340,876482.9032466023,PNafter
8343,876876.725976795,PNafter
8346,875443.5588155763,PNafter
8349,876447.7005595287,PNafter
8356,874216.9689502188,PNafter
8360,876006.7636909512,PNafter
8361,876817.2410938627,PNafter
8365,875376.0593760303,PNafter
8367,875308.1143729428,PNafter
8368,875764.3233621379,PNafter
8370,870665.0957357252,PNafter
8375,874523.6354349358,PNafter
8379,877471.1025631859,PNafter
8380,876201.8178069259,PNafter
8381,876923.40438214,PNafter
8382,877250.7504181652,PNafter
8383,877690.1900626635,PNafter
8385,876865.7435447777,PNafter
8386,875991.2361825615,PNafter
8387,874931.1884586877,PNafter
8391,876197.7056999353,PNafter
8395,877551.7580405913,PNafter
8396,874556.407779243,PNafter
8398,877147.7130785725,PNafter
8401,877334.113888934,PNafter
8402,875907.6711059373,PNafter
8403,878562.5821116398,PNafter
8405,875172.2560044178,PNafter
8407,876187.6540453349,PNafter
8410,878119.056333988,PNafter
8413,875376.9714612392,PNafter
8415,877648.4725052095,PNafter
8417,875769.3443053333,PNafter
8421,876276.2993138097,PNafter
8423,872002.5416580162,PNafter
8424,872918.5264174322,PNafter
8425,870529.7727246477,PNafter
8426,873598.8304142358,PNafter
8427,873250.6038184109,PNafter
8429,873567.0381135389,PNafter
8435,870642.0878557648,PNafter
8436,869115.4625143434,PNafter
8439,876121.8670916718,PNafter
8440,869429.8062514163,PNafter
8442,870276.3807964791,PNafter
8446,872664.1953789545,PNafter
8447,870006.9192968379,PNafter
8453,870217.3373284108,PNafter
8455,869282.7244429563,PNafter
8465,871010.8114212833,PNafter
8482,870242.1255949931,PNafter
8483,873508.9096047048,PNafter
8484,874438.0747810411,PNafter
8487,875108.4444848566,PNafter
8490,876607.278236981,PNafter
8494,874580.0782221954,PNafter
8497,873186.1646807918,PNafter
8500,875593.1892734958,PNafter
8503,876976.4956673922,PNafter
8505,876937.5919410352,PNafter
8506,875833.2522483424,PNafter
8507,876079.384934199,PNafter
8508,877447.2753730104,PNafter
8509,876539.5992322766,PNafter
8510,875503.3136264717,PNafter
8511,876263.0470767631,PNafter
8512,875398.4060108146,PNafter
8516,877654.8903328431,PNafter
8519,877594.8414725093,PNafter
8521,878483.5778657825,PNafter
8522,876966.883837479,PNafter
8525,877857.0999595138,PNafter
8526,874977.2043295064,PNafter
8528,876906.471445036,PNafter
8530,876197.2488015413,PNafter
8532,876978.784229379,PNafter
8534,877151.8341074283,PNafter
8536,876975.5802459418,PNafter
8538,876208.671404349,PNafter
8540,877003.0437208073,PNafter
8541,877225.5612775552,PNafter
8542,876712.0183768322,PNafter
8543,876821.359018039,PNafter
8545,875802.2100825488,PNafter
8546,876994.8044977391,PNafter
8547,876997.0931552846,PNafter
8549,877439.4859953567,PNafter
8553,878120.4330500347,PNafter
8554,877891.4986228921,PNafter
8560,875977.5358969873,PNafter
8561,876075.2739763064,PNafter
8562,876415.2434446898,PNafter
8563,877498.5970829813,PNafter
8564,878173.2104197652,PNafter
8565,877436.7368362625,PNafter
8567,877873.1523336186,PNafter
8570,877934.6154212371,PNafter
8571,877168.3186100883,PNafter
8572,878130.070183234,PNafter
8573,875989.8661347197,PNafter
8575,875796.2758014008,PNafter
8576,874338.8817914531,PNafter
8578,872354.3023538622,PNafter
8580,875559.4267143828,PNafter
8584,876991.600397243,PNafter
8586,876241.1132203521,PNafter
8591,875506.9630395191,PNafter
8592,874427.6084036212,PNafter
8593,876353.9929041712,PNafter
8596,876716.1353127203,PNafter
8598,876244.3118393547,PNafter
8600,877146.7972996412,PNafter
8602,876743.1250722437,PNafter
8608,875124.8522725386,PNafter
8609,875128.4985311351,PNafter
8613,878865.8698638809,PNafter
8617,877534.3425347302,PNafter
8618,879468.4708031385,PNafter
8623,876311.9452507702,PNafter
8625,877363.4322814482,PNafter
8630,878613.5749545898,PNafter
8633,875807.23146018,PNafter
8634,876954.5260800364,PNafter
8635,876034.6232475591,PNafter
8636,878940.8049939824,PNafter
8637,876494.790506858,PNafter
8640,875980.7325919573,PNafter
8641,878645.2761918912,PNafter
8644,877307.5457881669,PNafter
8646,879085.1945815368,PNafter
8647,878811.6303189408,PNafter
8649,877623.2605195811,PNafter
8650,877426.1985526568,PNafter
8651,878418.3641369835,PNafter
8652,876501.19147286,PNafter
8654,876967.7992407742,PNafter
8657,877515.5528957478,PNafter
8660,876838.7462354407,PNafter
8661,876739.0078828722,PNafter
8662,878281.5386320653,PNafter
8663,877936.4502725605,PNafter
8671,875576.7639195016,PNafter
8673,878979.8866650447,PNafter
8674,877110.6255613221,PNafter
8676,876356.2782183347,PNafter
8678,877757.5883415842,PNafter
8681,878931.6098117351,PNafter
8683,877919.0194946391,PNafter
8684,877846.5515761705,PNafter
8688,876420.7289854243,PNafter
8690,878399.5366222521,PNafter
8693,876403.8154553727,PNafter
8694,876333.8826534693,PNafter
8695,876752.7319978242,PNafter
8699,876597.2171830859,PNafter
8700,876895.0306415079,PNafter
8701,877341.4433033641,PNafter
8702,877585.216083516,PNafter
8707,879052.5418300206,PNafter
8709,877076.288063858,PNafter
8710,876361.763020957,PNafter
8712,877913.5151822511,PNafter
8713,877176.1031739444,PNafter
8714,877043.3265955545,PNafter
8716,876580.7541384967,PNafter
8718,875479.1370334547,PNafter
8719,877137.6396154969,PNafter
8720,876817.6986390833,PNafter
8721,877527.4681832242,PNafter
8723,875476.4001447965,PNafter
8725,876443.5861443128,PNafter
8726,876902.3527213751,PNafter
8732,876760.5091870214,PNafter
8735,877747.9593822904,PNafter
8738,875217.3854820838,PNafter
8740,874326.5979873703,PNafter
8741,876984.7345464455,PNafter
8742,877478.4342666623,PNafter
8746,878106.6660838228,PNafter
8747,877700.734688575,PNafter
8749,877988.2879913565,PNafter
8752,876792.9918804772,PNafter
8754,873699.6727336904,PNafter
8757,876564.7489935365,PNafter
8760,877241.1325755764,PNafter
8761,875986.6693730875,PNafter
8763,877803.9020021472,PNafter
8764,876630.6024774652,PNafter
8767,877108.7941602514,PNafter
8770,875344.1375910975,PNafter
8772,874709.8332168326,PNafter
8774,876353.0787818431,PNafter
8777,876671.765929819,PNafter
8778,877846.0929565583,PNafter
8779,878012.1445735198,PNafter
8781,879095.7727536345,PNafter
8783,877372.5946809635,PNafter
8784,876532.2832090696,PNafter
8787,871618.9616998539,PNafter
8788,875335.0175087303,PNafter
8790,877421.6167691747,PNafter
8791,875457.6985302699,PNafter
8795,876791.6193236022,PNafter
8797,877753.4616188754,PNafter
8798,877486.2243358531,PNafter
8805,876609.1075443202,PNafter
8807,878433.9778101529,PNafter
8809,875985.2993395304,PNafter
8813,877042.8688148272,PNafter
8814,878914.5992317658,PNafter
8816,879729.5475226836,PNafter
8821,878923.7940580932,PNafter
8823,877069.8786954307,PNafter
8824,875903.10516772,PNafter
8826,876680.4564861866,PNafter
8827,876245.2257347878,PNafter
8832,879597.3782084474,PNafter
8833,877786.4764870716,PNafter
8839,878602.0895635964,PNafter
8840,876611.3941892307,PNafter
8841,878032.3319249129,PNafter
8842,877991.4993788269,PNafter
8844,878291.1793017883,PNafter
8845,878990.92211902,PNafter
8847,877093.6853932281,PNafter
8848,875824.5784804912,PNafter
8853,877738.3306342528,PNafter
8855,877231.056966676,PNafter
8856,876328.3981998245,PNafter
8858,877148.1709687555,PNafter
8859,876874.8955523545,PNafter
8862,879475.3755991468,PNafter
8863,878586.0105206637,PNafter
8865,878648.0329293328,PNafter
8868,877691.5654342836,PNafter
8870,878657.2221790729,PNafter
8871,876568.864546418,PNafter
8872,875608.2463893688,PNafter
8873,877199.9156387658,PNafter
8874,878006.6390933357,PNafter
8875,878451.4290429129,PNafter
8876,878245.2732463251,PNafter
8877,878626.4389490025,PNafter
8879,880287.2140502589,PNafter
8883,875774.8217635712,PNafter
8884,877447.2753730104,PNafter
8886,877849.3033039075,PNafter
8887,879146.827511234,PNafter
8889,875480.9616354002,PNafter
8890,876841.4916485925,PNafter
8891,878018.1089216333,PNafter
8892,877512.3449890205,PNafter
8893,879428.8853986689,PNafter
8894,877274.566936072,PNafter
8895,878244.3551741635,PNafter
8897,877617.7599152129,PNafter
8900,878231.0433435093,PNafter
8901,878979.8866650447,PNafter
8904,877582.0076674382,PNafter
8907,877521.9687795653,PNafter
8908,879815.6861845723,PNafter
8910,878860.8133521415,PNafter
8912,876492.9616766009,PNafter
8915,877128.0242529418,PNafter
8918,875616.0032875292,PNafter
8920,876847.8976794715,PNafter
8923,878625.9795141441,PNafter
8925,879232.8520913521,PNafter
8928,877418.8677220535,PNafter
8929,876341.1953651161,PNafter
8933,877849.3033039075,PNafter
8937,876904.6408964101,PNafter
8938,877385.4223617879,PNafter
8939,875988.03941093,PNafter
8940,877797.4819950487,PNafter
8942,877733.2870886368,PNafter
8945,876891.3696474286,PNafter
8947,877163.7395194214,PNafter
8949,878177.8000560818,PNafter
8951,877837.3792749721,PNafter
8952,879842.4064162443,PNafter
8955,875298.9950411976,PNafter
8957,879193.7479225869,PNafter
8958,877140.8447831962,PNafter
8960,876833.2554607124,PNafter
8961,876819.0712776103,PNafter
8963,877884.6186745535,PNafter
8966,877989.6642973959,PNafter
8968,877567.3409212582,PNafter
8971,877293.3462562267,PNafter
8973,877299.7588911523,PNafter
8978,876939.8802999795,PNafter
8979,876980.6150875688,PNafter
8981,877788.7692784758,PNafter
8982,877812.1564349778,PNafter
8985,878659.9789914759,PNafter
8986,876985.6499870073,PNafter
8987,877165.571149951,PNafter
8989,876706.9866188104,PNafter
8990,875148.0976916783,PNafter
8993,877180.2244695706,PNafter
8995,875387.4605777527,PNafter
8996,876622.8275927277,PNafter
9000,873478.9401150225,PNafter
9002,877201.7474203797,PNafter
9003,877121.1562658983,PNafter
9005,875781.6686827216,PNafter
9010,877612.259379795,PNafter
9011,878847.482827363,PNafter
9016,875623.7603231254,PNafter
9017,871096.1542593417,PNafter
9021,876371.361590749,PNafter
9028,878175.9641957983,PNafter
9030,877445.4425658261,PNafter
9036,877007.6211338511,PNafter
9037,878816.6862647469,PNafter
9039,877292.8882144621,PNafter
9040,876540.5137437647,PNafter
9041,876936.6766008012,PNafter
9043,877335.0300590406,PNafter
9044,874935.744269618,PNafter
9046,878397.2406390836,PNafter
9047,876060.2007941082,PNafter
9048,876477.8741181736,PNafter
9055,875394.7575027148,PNafter
9056,876899.1492963871,PNafter
9057,878165.4081481262,PNafter
9059,878387.5976408424,PNafter
9061,877017.6916107434,PNafter
9062,878926.0927947352,PNafter
9063,877785.1008179783,PNafter
9065,877250.7504181652,PNafter
9069,875987.582731173,PNafter
9070,877163.7395194214,PNafter
9071,876450.4435244671,PNafter
